facilityid,name,address,city,county,state,zip,capacity,type,securelvl,status,ice_facility,flood_risk_rating,flood_risk,confidence,distance,depth_cm_100_year_flood,heat_risk_rating,heat_risk,hist_90,hist_105,late45_90,late45_105,late85_90,late85_105,paris_90,paris_105,wildfire_risk_rating,wildfire_risk,mean_percentile
10003611,HARRISBURG JUVENILE TREATMENT CENTER,1800 PINE GROVE LANE,HARRISBURG,POINSETT,AR,72432,36,STATE,JUVENILE,OPEN,N,1,Minimal,medium,0.3314517356692362,0,4,Severe,76.1171,6.25225,119.658,46.027,142.369,81.6036,114.027,39.5045,1,minimal,49
10003324,DEERFIELD CORRECTIONAL CENTER,21360 DEERFIELD DR,CAPRON,SOUTHAMPTON,VA,23829,1069,STATE,MEDIUM,OPEN,N,1,Minimal,high,0,0,4,Severe,59.5814,6.03488,104.988,32.0116,130.488,66.8023,99.0233,26.1512,1,minimal,61
10002574,LA CROSSE COUNTY JAIL,333 VINE ST,LA CROSSE,LA CROSSE,WI,54601,323,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,14.6923,1,51.2436,10.7949,79.6667,30.5897,43.3718,6.79487,1,minimal,6
10002542,MARATHON COUNTY JAIL / SHERIFF,500 FOREST ST,WAUSAU,MARATHON,WI,54403,279,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,5.81226,0,30.4751,3.54023,58.7126,15.9349,23.5402,1.66284,1,minimal,14
10002541,MARATHON COUNTY JUVENILE FACILITY,7015 PACKER DR,WAUSAU,MARATHON,WI,54401,20,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium-high,0.035346603193118956,0,1,Low,5.81226,0,30.4751,3.54023,58.7126,15.9349,23.5402,1.66284,1,minimal,38
10006606,SOUTHERN TRANSITIONAL,800A BUFFALO AVENUE,EGG HARBOR,ATLANTIC,NJ,08215,32,STATE,JUVENILE,OPEN,N,1,Minimal,medium-high,0.01699933288482297,0,3,Major,27.2262,1.70238,66.5476,13.119,96.0952,36.7024,60.131,9.58333,4,major,89
10003617,COLT JUVENILE TREATMENT CENTER,1388 SFC 118,COLT,ST. FRANCIS,AR,72326,28,STATE,JUVENILE,CLOSED,N,1,Minimal,high,0,0,4,Severe,77.41,6.19,121.58,45.36,144.58,82.01,115.77,38.55,1,minimal,35
10003619,LEWISVILLE JUVENILE TREATMENT CENTER,P.O. BOX 723,LEWISVILLE,LAFAYETTE,AR,71638,30,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,4,Severe,97.3289,11.7105,137.908,61.0526,160.158,101.474,132.303,53.3421,1,minimal,59
10001444,GATEWAY BOYS RECOVERY CENTER,940 BRIDIER ST,JACKSONVILLE,DUVAL,FL,32206,25,STATE,JUVENILE,OPEN,N,2,Low,medium-high,0.023918352906148802,0,4,Severe,97.9565,3.2,146.026,38.6087,171.287,91.8696,139.739,29.2261,1,minimal,6
10002528,MARINETTE COUNTY JAIL / SHERIFF,2161 UNIVERSITY DR,MARINETTE,MARINETTE,WI,54143,-999,COUNTY,NOT AVAILABLE,OPEN,N,6,Major,medium-high,0.05173449329826472,18,1,Low,5.7395,0,27.2185,2.31092,54.0672,12.3403,21.0714,1.16387,1,minimal,35
10002597,MILWAUKEE COUNTY HOUSE OF CORRECTION,8885 S 68TH ST,FRANKLIN,MILWAUKEE,WI,53132,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,12.8478,0.717391,41.8043,7.80435,70.7609,24.0435,35.413,5.32609,1,minimal,30
10000543,PRE-TRIAL DETENTION CENTER,1321 NW 13TH ST,MIAMI,MIAMI-DADE,FL,33125,1712,COUNTY,MAXIMUM,OPEN,N,10,Extreme,high,0,151,5,Extreme,154.223,7.4697,187.398,78.6023,200.481,138.019,182.909,60.3636,1,minimal,6
10002672,CHEROKEE COUNTY DETENTION CENTER,315 EAST DR. LM ROSEMOND BLVD,GAFFNEY,CHEROKEE,SC,29340,155,COUNTY,MAXIMUM,OPEN,N,6,Major,medium-high,0.05116044933057212,17,3,Major,49.1967,1.13115,99.0984,18.1803,129.525,54.5082,92.8197,13.5574,1,minimal,13
10000615,ASPC-EYMAN,4374 E BUTTE AVE,FLORENCE,PINAL,AZ,85132,5503,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0,0,5,Extreme,111.95,11.7102,149.142,50.2911,167.461,80.9288,143.081,42.1514,4,major,90
10006607,VINELAND PREPARATORY ACADEMY,2000 MAPLE AVENUE,VINELAND,CUMBERLAND,NJ,08361,60,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,3,Major,27.9878,1.18293,69.8659,12.561,99.561,38.061,63.4512,8.87805,2,low,80
10003827,MONTCALM COUNTY JAIL,649 N STATE ST,STANTON,MONTCALM,MI,48888,205,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.161204648125233,0,2,Moderate,11.8214,0,45,6,74.7857,23.4286,37.4107,3.24107,1,minimal,27
10000923,DILLWYN CORRECTIONAL CENTER,1522 PRISON RD,DILLWYN,BUCKINGHAM,VA,23936,1106,STATE,MEDIUM,OPEN,N,1,Minimal,high,0,0,3,Major,42.383,1.92553,89.7766,19.5745,118.585,52.2553,83.9681,14.4043,1,minimal,74
10002573,MONROE COUNTY JAIL,112 S COURT STREET,SPARTA,MONROE,WI,54656,-999,COUNTY,NOT AVAILABLE,OPEN,N,3,Moderate,high,0,0,2,Moderate,11.7368,0.486842,45.7566,7.99342,75.3421,26.3882,37.9868,4.53289,1,minimal,14
10002536,OCONTO COUNTY JAIL,301 WASHINGTON ST,OCONTO,OCONTO,WI,54153,56,COUNTY,MAXIMUM,OPEN,N,4,Moderate,medium,0.11108396159456667,5,1,Low,6.97714,0,31.0229,3.05714,58.56,14.5714,24.5429,1.59429,1,minimal,19
10002527,ONEIDA COUNTY JAIL,2000 E WINNEBAGO ST,RHINELANDER,ONEIDA,WI,54501,200,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,2.45022,0,21.4545,1.41558,47.6061,10.7532,15.2208,0.017316,1,minimal,35
10002561,OUTAGAMIE COUNTY JAIL,320 S WALNUT ST,APPLETON,OUTAGAMIE,WI,54911,556,COUNTY,MAXIMUM,OPEN,N,1,Minimal,medium-high,0.05431632876653538,0,1,Low,10.9358,0.192661,38.9358,5.88991,67.8257,20.7339,32.1743,3.83486,1,minimal,6
10000632,ASPC-DOUGLAS,6911 N BDI BLVD,DOUGLAS,COCHISE,AZ,85607,2398,STATE,MEDIUM,OPEN,N,1,Minimal,medium,0.12869445710629662,0,3,Major,34.233,0,88.7183,1.8405,125.42,16.2251,79.9898,1.02489,5,severe,94
10001658,LAFAYETTE PARISH CORRECTIONAL CENTER,916 LAFAYETTE ST,LAFAYETTE,LAFAYETTE,LA,70501,954,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,5,Extreme,113.237,7,154.263,57.2632,176.105,108.263,148.158,45.6842,1,minimal,6
10000616,ASPC-FLORENCE PICACHO UNIT,25230 S PICACHO BLVD,PICACHO,PINAL,AZ,85241,-999,STATE,MINIMUM,CLOSED,N,1,Minimal,high,0,0,5,Extreme,111.95,11.7102,149.142,50.2911,167.461,80.9288,143.081,42.1514,4,major,90
10000600,ASPC-FLORENCE GLOBE UNIT,1000 FAIRGROUNDS RD,GLOBE,GILA,AZ,85501,250,STATE,MINIMUM,OPEN,N,1,Minimal,high,0,0,3,Major,29.2739,0.169944,70.2739,4.68258,105.5,17.3301,61.9831,3.16713,6,extreme,99
10002546,PIERCE COUNTY JAIL,414 W MAIN ST,ELLSWORTH,PIERCE,WI,54011,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,12.8529,0.794118,48.1863,9.44118,75.9804,27.549,40.2451,5.79412,1,minimal,40
10006235,MONROE COUNTY MARATHON DETENTION FACILITY,3981 OCEAN TERRACE,MARATHON,MONROE,FL,33050,52,COUNTY,NOT AVAILABLE,OPEN,N,9,Extreme,high,0,140,5,Extreme,160.786,11.9744,190.974,94.9744,202.504,146.316,186.932,77.7949,1,minimal,52
10005155,MONTMORENCY COUNTY JAIL,11045 M-32 WEST,ATLANTA,MONTMORENCY,MI,49709,42,COUNTY,NOT AVAILABLE,OPEN,N,6,Major,high,0,22,1,Low,6,0,29.5313,2.05208,57.2604,12.75,23.1042,1,3,moderate,84
10001359,MUSKEGON COUNTY JAIL,25 W WALTON AVE,MUSKEGON,MUSKEGON,MI,49440,370,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,1,Low,6.33735,0,34.8434,3.37349,65.6867,17.7229,27.6627,1.73494,1,minimal,6
10003262,HAYNESVILLE CORRECTIONAL CENTER,421 BARNFIELD RD,HAYNESVILLE,RICHMOND,VA,22472,938,STATE,MEDIUM,OPEN,N,1,Minimal,high,0,0,3,Major,46.2333,2.1,92.0667,22.8667,119.7,56.3,85.9,17.3667,1,minimal,64
10005422,PORTAGE COUNTY JAIL,8240 INFIRMARY ROAD,RAVENNA,PORTAGE,OH,44266,241,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.12096779439357956,0,1,Low,9.85185,0,47,4.98765,80.9136,22.7037,39.4444,2.39506,1,minimal,33
10003375,RICHLAND COUNTY JAIL,73 E 2ND ST,MANSFIELD,RICHLAND,OH,44902,266,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,1,Low,10.2297,0,48.3243,5.77027,81.7027,23.2568,41,3.21622,1,minimal,14
10003110,CURRAN- FROMHOLD CORRECTIONAL FACILITY (CFCF),7901 STATE RD,PHILADELPHIA,PHILADELPHIA,PA,19136,2560,LOCAL,CLOSE,OPEN,N,5,Major,high,0,0,3,Major,29.625,1.08333,70.625,14,99.0833,39.0833,64.4167,10.0417,1,minimal,21
10001583,KEEN MOUNTAIN CORRECTIONAL CENTER,STATE ROUTE 629,OAKWOOD,BUCHANAN,VA,24631,870,STATE,CLOSE,OPEN,N,4,Not Available,low,2.3337494567693504,0,2,Moderate,11.2692,0,55.8333,3.51282,94.2949,23.5385,48.5385,1.78205,5,severe,94
10005981,ROSS COUNTY JAIL / LAW ENFORCEMENT COMPLEX,28 N PAINT ST,CHILLICOTHE,ROSS,OH,45601,-999,COUNTY,NOT AVAILABLE,OPEN,N,4,Moderate,high,0,24,2,Moderate,21.7455,0.0636364,69.3182,11.0909,101.745,36.1818,62.1273,7.3,1,minimal,15
10002529,POLK COUNTY JAIL,1005 W MAIN ST,BALSAM LAKE,POLK,WI,54810,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.12143562487082706,0,1,Low,9.19048,0.0714286,40.1607,6.21429,68.3036,21.7321,32.5595,3.60714,1,minimal,62
10002549,PORTAGE COUNTY JAIL / JUVENILE DETENTION CENTER,1500 STRONGS AVE,STEVENS POINT,PORTAGE,WI,54481,113,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,8.19048,0,35.8844,4.67347,65.3878,19.034,28.7075,2.46939,1,minimal,14
10006609,WARREN RESIDENTIAL COMMUNITY HOME,509 BRASS CASTLE ROAD,OXFORD,WARREN,NJ,07863,30,STATE,JUVENILE,OPEN,N,1,Minimal,medium-high,0.03610427880824209,0,2,Moderate,12.2727,0,45.5455,5.05455,77.4182,22.2545,38.6182,2.98182,1,minimal,60
10006791,JACKSON COUNTY YOUTH CENTER,930 FLEMING AVENUE,JACKSON,JACKSON,MI,49202,50,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,10.5893,0,47.6607,6.1875,78.625,24.4375,40.1518,3.33036,1,minimal,26
10002604,RACINE COUNTY JAIL,717 WISCONSIN AVE,RACINE,RACINE,WI,53403,876,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,14.0755,0.90566,45.6415,9.20755,74.7736,27.0566,39.0755,6.11321,1,minimal,6
10002609,RACINE COUNTY SECURE JUVENILE DETENTION CENTER,1717 TAYLOR AVE,RACINE,RACINE,WI,53403,121,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,2,Moderate,14.0755,0.90566,45.6415,9.20755,74.7736,27.0566,39.0755,6.11321,1,minimal,6
10005984,SCIOTO COUNTY SECOND CHANCE CENTER / THE COUNSELING CENTER,411 COURT ST,PORTSMOUTH,SCIOTO,OH,45662,40,COUNTY,MINIMUM,OPEN,N,4,Moderate,high,0,29,3,Major,27.2247,0.134831,76.3933,12.4494,108.258,40.6292,69.4494,8.59551,1,minimal,18
10003382,STARK COUNTY JAIL,4500 ATLANTIC BLVD NE,CANTON,STARK,OH,44705,501,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,10.3837,0,48.7558,5.2093,82.8488,23.3721,41.2558,2.59302,1,minimal,31
10000726,MIFFLIN COUNTY CORRECTIONAL FACILITY,103 W MARKET ST,LEWISTON,MIFFLIN,PA,17044,198,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,9.51515,0,43.7879,3.81818,77.3485,19.6818,37.2576,1.98485,1,minimal,24
10003976,ASPC-FLORENCE,1305 E. BUTTE AVE,FLORENCE,PINAL,AZ,85132,3835,STATE,MAXIMUM,OPEN,N,3,Moderate,high,0,0,5,Extreme,111.95,11.7102,149.142,50.2911,167.461,80.9288,143.081,42.1514,4,major,88
10002424,SUMMIT COUNTY JAIL - CROSIER STREET FACILITY,205 E CROSIER ST,AKRON,SUMMIT,OH,44311,671,COUNTY,MAXIMUM,OPEN,N,6,Major,high,0,25,1,Low,10.2319,0,47.5942,5.30435,81.2899,23.3623,40.087,2.82609,1,minimal,6
10002602,ROCK COUNTY JAIL / SHERIFF,200 E US HWY 14,JANESVILLE,ROCK,WI,53545,477,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.00802467566015272,0,2,Moderate,18.315,1.64567,55.2441,12.3228,84.4252,33.4646,48.4724,8.34646,1,minimal,31
10002603,ROCK COUNTY JUVENILE DETENTION CENTER,210 E US HWY 14,JANESVILLE,ROCK,WI,53545,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium,0.11935018155967517,0,2,Moderate,18.315,1.64567,55.2441,12.3228,84.4252,33.4646,48.4724,8.34646,1,minimal,37
10002539,ST CROIX COUNTY JAIL,1101 CARMICHAEL RD,HUDSON,ST. CROIX,WI,54016,-999,COUNTY,NOT AVAILABLE,OPEN,N,3,Moderate,high,0,0,2,Moderate,11.5462,0.462185,45.1429,8.39496,72.9412,25.5462,37.4538,5.10084,1,minimal,67
10002521,SAWYER COUNTY JAIL,15880 5TH ST,HAYWARD,SAWYER,WI,54843,92,COUNTY,NOT AVAILABLE,OPEN,N,3,Moderate,high,0,0,1,Low,4.68273,0,28.0643,2.80723,55.2651,14.7831,21.3695,1.32932,1,minimal,45
10002545,SHAWANO COUNTY JAIL,405 N MAIN ST,SHAWANO,SHAWANO,WI,54166,299,COUNTY,NOT AVAILABLE,OPEN,N,6,Major,high,0,20,1,Low,8.69375,0.1125,34.525,4.6625,62.7562,17.6625,27.7813,2.70625,1,minimal,20
10006891,SHAWANO COUNTY WORK RELEASE CENTER,1240 ENGEL DR,SHAWANO,SHAWANO,WI,54166,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.05075337173219316,0,1,Low,8.69375,0.1125,34.525,4.6625,62.7562,17.6625,27.7813,2.70625,1,minimal,31
10003051,ELK COUNTY PRISON,225 CENTER ST,RIDGWAY,ELK,PA,15853,79,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,0,Minimal,0.89313,0,20.6336,0.152672,52.6107,7.59542,14.7481,0,1,minimal,31
10003307,RED ONION STATE PRISON,10800 H JACK ROSE HWY,POUND,WISE,VA,24279,987,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0,0,1,Low,4.03125,0,40.7656,0.734375,81.0156,13.6094,33.5781,0.125,6,extreme,100
10003366,SUMMIT COUNTY JUVENILE JUSTICE CENTER,650 DAN ST,AKRON,SUMMIT,OH,44310,100,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium-high,0.04077888359185788,0,1,Low,10.2319,0,47.5942,5.30435,81.2899,23.3623,40.087,2.82609,1,minimal,20
10001669,TRUMBULL COUNTY ADULT JUSTICE CENTER / JAIL,150 HIGH ST NW,WARREN,TRUMBULL,OH,44481,-999,COUNTY,MEDIUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,11.7396,0,49.4271,5.54167,83.5417,24.3229,42.1458,2.96875,1,minimal,6
10003555,DONALD PRICE FACILITY,20 GODDARD RD,CRANSTON,PROVIDENCE,RI,02920,324,STATE,MEDIUM,CLOSED,N,1,Minimal,high,0,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,6
10004356,OCHILTREE COUNTY JAIL,21 SOUTHEAST 6TH AVENUE,PERRYTON,OCHILTREE,TX,79070,32,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.028400111352820317,0,3,Major,50.0224,0,92.4328,7.80597,120.828,38.6791,87.2313,4.71642,1,minimal,15
10006403,WOODRUFF COUNTY JAIL,500 N 3RD ST,AUGUSTA,WOODRUFF,AR,72006,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,77.5632,6.6092,120.609,44.954,144.103,82.0115,114.851,38.3333,1,minimal,63
10002785,PANOLA COUNTY JAIL,319 W WELLINGTON ST,CARTHAGE,PANOLA,TX,75633,160,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,103.694,10.3471,144.43,64.4628,165.843,104.57,139.091,55.8347,1,minimal,19
10004926,DEARBORN COUNTY LAW ENFORCEMENT CENTER,301 W HIGH ST,LAWRENCEBURG,DEARBORN,IN,47025,200,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,26.5833,0.9375,75.4167,16.0208,105.25,43.5208,68.5208,11.3542,1,minimal,13
10006772,LAFAYETTE TRANSITIONAL WORK PROGRAM,1825 W. WILLOW,SCOTT,LAFAYETTE,LA,70583,320,COUNTY,NOT AVAILABLE,OPEN,N,6,Major,high,0,22,5,Extreme,113.237,7,154.263,57.2632,176.105,108.263,148.158,45.6842,1,minimal,61
10006619,RED HOOK RESIDENTIAL CENTER,531 TURKEY HILL ROAD,RED HOOK,DUTCHESS,NY,12571,22,STATE,JUVENILE,OPEN,N,1,Minimal,medium-high,0.07183771893165439,0,2,Moderate,12.2889,0,46.163,5.2963,77.7704,23.4148,39.3778,3.1037,2,low,76
10002964,FCI SHERIDAN CAMP,27072 BALLSTON RD,SHERIDAN,YAMHILL,OR,97378,384,FEDERAL,MINIMUM,OPEN,N,1,Minimal,medium,0.13632211519384657,0,1,Low,2.95968,0,18.5645,0.524194,41.7339,4.69355,13.6452,0.193548,1,minimal,30
10003095,DAUPHIN COUNTY WORK RELEASE CENTER,919 GIBSON BLVD,STEELTON,DAUPHIN,PA,17113,-999,COUNTY,MINIMUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,16.0795,0.0909091,54.9659,7.65909,86.3068,28.1477,48.3068,4.88636,1,minimal,30
10006082,VALLEY COUNTY JAIL,125 SOUTH 15TH STREET,ORD,VALLEY,NE,68862,10,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,22.5568,0,61.1364,7.29545,90.3864,29.2614,56.2386,4.80682,1,minimal,55
10003081,LEHIGH COUNTY COMMUNITY CORRECTIONS CENTER,1600 RIVERSIDE DR,BETHLEHEM,LEHIGH,PA,18016,400,COUNTY,MINIMUM,OPEN,N,7,Severe,high,0,184,2,Moderate,16.0862,0,54.069,6.93103,85.7586,27.1552,47.1724,4.22414,1,minimal,43
10004756,PICKETT COUNTY JAIL,1 COURTHOUSE SQUARE,BYRDSTOWN,PICKETT,TN,38549,6,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,41.7241,0.724138,93.1724,18.9655,123.207,56.6207,86.931,14.069,1,minimal,73
10004019,FCI FAIRTON CAMP,655 FAIRTON MILLVILLE RD,FAIRTON,CUMBERLAND,NJ,08320,104,FEDERAL,MINIMUM,OPEN,N,1,Minimal,medium,0.36556931548393334,0,3,Major,27.9878,1.18293,69.8659,12.561,99.561,38.061,63.4512,8.87805,3,moderate,84
10003203,FCI OTISVILLE CAMP,TWO MILE DR,OTISVILLE,ORANGE,NY,10963,108,FEDERAL,MINIMUM,OPEN,N,1,Minimal,medium,0.33791429532250755,0,2,Moderate,13.1194,0,48.194,5.82836,80.0746,25.1343,41.2985,3.35821,1,minimal,61
10003163,ERIE COUNTY CORRECTIONAL FACILITY,11581 WALDEN AVE,ALDEN,ERIE,NY,14004,884,COUNTY,MEDIUM,CLOSED,N,6,Major,high,0,19,1,Low,2.7,0,26.9588,0.864706,59.2471,10.7824,20.4765,0.229412,1,minimal,37
10006620,ELLA MCQUEEN RECEPTION CENTER FOR BOYS AND GIRLS,41 HOWARD AVENUE,BROOKLYN,KINGS,NY,11221,33,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,2,Moderate,16.4444,0,50.7778,6.44444,81.8889,24.3333,44.2222,4.11111,1,minimal,6
10004244,WALNUT GROVE YOUTH CORRECTIONAL FACILITY,1650 HWY 492,WALNUT GROVE,LEAKE,MS,39189,1500,STATE,JUVENILE,CLOSED,N,5,Major,high,0,0,4,Severe,89.7875,5.025,133.238,44.8125,157.325,89.075,126.662,35.7375,1,minimal,69
10002279,ADIRONDACK WILDERNESS CHALLENGE,516 NORRISVILLE RD,SCHUYLER FALLS,CLINTON,NY,12985,-999,STATE,JUVENILE,CLOSED,N,1,Minimal,high,0,0,1,Low,3.39459,0,24.573,1.07027,53.5189,11.573,19.0703,0.389189,1,minimal,62
10003119,DELAWARE COUNTY JUVENILE DETENTION CENTER,370 NORTH MIDDLETOWN RD,LIMA,DELAWARE,PA,19037,66,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,3,Major,26.7188,0.875,67.625,12.4063,96.875,36.6875,61.5938,8.6875,1,minimal,66
10002278,ADIRONDACK RESIDENTIAL CENTER,518 NORRISVILLE RD,SCHUYLER FALLS,CLINTON,NY,12985,-999,STATE,JUVENILE,CLOSED,N,1,Minimal,medium-high,0.034247906922069984,0,1,Low,3.39459,0,24.573,1.07027,53.5189,11.573,19.0703,0.389189,1,minimal,62
10003598,FCI GILMER CAMP,201 FCI LANE,GLENVILLE,GILMER,WV,26351,128,FEDERAL,MINIMUM,OPEN,N,1,Minimal,medium,0.47898255209784146,0,2,Moderate,20.8679,0,69.6792,9.30189,104.17,35.5283,62.2642,5.83019,1,minimal,48
10003103,MONTGOMERY COUNTY YOUTH CENTER,540 PORT INDIAN RD,NORRISTOWN,MONTGOMERY,PA,19403,48,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium,0.1309510211145818,0,2,Moderate,24.475,0.4125,65,11,94.75,34.425,58.6125,7.5,1,minimal,52
10002466,GRANT COUNTY JAIL,35 C ST NW,EPHRATA,GRANT,WA,98823,188,COUNTY,MAXIMUM,OPEN,N,7,Severe,medium-high,0.005568586035925519,37,2,Moderate,13.381,0,42.6687,1.4504,67.6865,11.0079,35.9861,0.452381,3,moderate,83
10004925,DEARBORN COUNTY JUVENILE DETENTION CENTER,219 W HIGH ST,LAWRENCEBURG,DEARBORN,IN,47025,20,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium-high,0.032890796374191615,0,3,Major,26.5833,0.9375,75.4167,16.0208,105.25,43.5208,68.5208,11.3542,1,minimal,13
10006621,COLUMBIA GIRLS SECURE CENTER,419 SPOOK ROCK RD,CLAVERACK,COLUMBIA,NY,12513,16,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,9.09259,0,39.9815,3.73148,71.713,19.8426,33.2037,1.9537,1,minimal,70
10000104,FRANKFORT CAREER DEVELOPMENT CENTER,380 COFFEE TREE RD,FRANKFORT,FRANKLIN,KY,40602,205,STATE,MINIMUM,CLOSED,N,1,Minimal,high,0,0,3,Major,36.0606,0.787879,86.0909,18.1515,115.909,51.1515,79.4848,13.2121,1,minimal,34
10003510,ANDERSON COUNTY DETENTION FACILITY,308 PUBLIC SAFELY LANE,CLINTON,ANDERSON,TN,37716,565,COUNTY,MAXIMUM,OPEN,N,10,Extreme,medium-high,0.0453585387245531,361,3,Major,32.5741,0.296296,83.9074,12.5741,116.593,45.2407,77.537,8.87037,2,low,80
10006622,MACCORMICK SECURE CENTER,300 SOUTH ROAD,BROOKTONDALE,TOMPKINS,NY,14817,39,STATE,JUVENILE,OPEN,N,1,Minimal,medium-high,0.04234849697833804,0,1,Low,4.41892,0,29.7027,1.91892,62.1757,14.4865,23.2973,0.72973,1,minimal,39
10000750,CENTRAL NEW YORK PSYCHIATRIC CENTER,"9005 OLD RIVER RD, PO BOX 300",MARCY,ONEIDA,NY,13403,220,STATE,MAXIMUM,OPEN,N,1,Minimal,medium,0.1945749018279177,0,1,Low,3.88038,0,28.7177,1.62201,60.3971,14.0239,22.177,0.569378,1,minimal,37
10002469,BISHOP LEWIS WORK RELEASE,703 8TH AVE,SEATTLE,KING,WA,98104,69,STATE,MINIMUM,OPEN,N,1,Minimal,high,0,0,0,Minimal,0.0818414,0,4.85678,0,18.2711,1.28645,3.21995,0,1,minimal,6
10006451,SOUTH CORRECTIONAL ENTITY REGIONAL JAIL,20817 17TH AVENUE SOUTH,DES MOINES,KING,WA,98198,802,MULTI,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,0,Minimal,0.0818414,0,4.85678,0,18.2711,1.28645,3.21995,0,1,minimal,34
10002483,RAP HOUSE WORK RELEASE,3704 S YAKIMA AVE,TACOMA,PIERCE,WA,98418,-999,STATE,MINIMUM,CLOSED,N,1,Minimal,high,0,0,0,Minimal,0.329932,0,5.53742,0,18.1701,1.44558,3.84014,0,1,minimal,6
10005625,DECATUR COUNTY JAIL,119 EAST RAILROAD STREET,GREENSBURG,DECATUR,IN,47240,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,23.5577,0.711538,72.9808,14.6346,103.5,42.4808,65.8269,10.0192,1,minimal,34
10004234,BOLIVAR COUNTY REGIONAL CORRECTIONAL FACILITY,2792 HWY 8 W,CLEVELAND,BOLIVAR,MS,38732,369,COUNTY,MEDIUM,OPEN,N,1,Minimal,high,0,0,4,Severe,89.969,8.75194,131.419,52.2946,153.248,91.3256,125.388,44.2403,1,minimal,27
10000979,ABRAXAS OHIO,2775 STATE ROUTE 39,SHELBY,RICHLAND,OH,44875,100,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,10.2297,0,48.3243,5.77027,81.7027,23.2568,41,3.21622,1,minimal,31
10003096,HERBERT SCHAFFNER YOUTH CENTER,911 GIBSON BLVD,STEELTON,DAUPHIN,PA,17113,24,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium-high,0.08749355796240246,0,2,Moderate,16.0795,0.0909091,54.9659,7.65909,86.3068,28.1477,48.3068,4.88636,1,minimal,35
10002970,MARION COUNTY CORRECTIONAL FACILITY,4000 AUMSVILLE HWY SE,SALEM,MARION,OR,97317,415,COUNTY,MAXIMUM,OPEN,N,1,Minimal,medium-high,0.09328682063762393,0,1,Low,1.9397,0,15.4472,0.291457,37.402,3.50754,11.1307,0.00502513,1,minimal,31
10002980,EASTERN OREGON YOUTH CORRECTIONAL FACILITY,1800 WEST MONROE ST,BURNS,HARNEY,OR,97720,50,STATE,JUVENILE,OPEN,N,6,Major,medium,0.11338885136133325,20,1,Low,2.16765,0,22.8252,0.000592417,48.5729,0.947275,17.0474,0,6,extreme,97
